GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
771,53BNG,53,06-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh,,1,15,Bangladesh,Chittagong,Noakhali,Noakhali Sadar,Noakhali,22.81,91.08,2,Xinhua General News Service,"One was dead and dozens were injured in stray incidents of violence in the second day of Bangladesh's opposition-enforced countrywide non-stop blockade which began on Tuesday morning, sources said. 
They said a leader of ex-Prime Minister Khaleda Zia's  Bangladesh Nationalist Party (BNP) was dead and 20 were injured in  clashes between police and anti-government protesters in southeastern Noakhali district, some 158 km away of capital Dhaka, on Wednesday evening.  geo-precision 2, as it is not specified whereabout in the district the clash happened.",1
771,54BNG,54,06-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),,5,,,0,50,Bangladesh,Chittagong,Feni,Chhagalnaiya,Radhanagar,23.70,90.77,1,The New Nation (Bangladesh),"In Feni, unidentified rioters on February 6 torched a local land office at Radhanagar in Sadar upazila. They hurled some crude bombs and then set the land office on fire  burning down valuable documents and furniture.",0
771,55BNG,55,06-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),The Islami Chhatra Shibir,5,Police Forces of Bangladesh,,1,15,Bangladesh,Rajshahi,Rajshahi,Rajshahi,Rajshahi,24.37,88.60,1,Bangladesh Government News,"On Tuesday, leaders and supporters of Islami Chhatra Shibir (ICS), student wing of Bangladesh Jamaat e Islami, beaten up four policemen indiscriminately after snatching their helmets and short guns in Rajshahi.
Injured policemen, constables Shafiqul Islam and Amzad Hossain, were admitted to Rajshahi Medical College Hospital while two others, Sub-Inspector Jahangir and pickup driver Mainul Islam, were given first aid.",0
771,56BNG,56,07-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,The Financial Express (Bangladesh),Suspected blockaders exploded at least four crude bombs in Rayerbagh area under Kadamtoli Police Station of the city on Wednesday night leaving a transport worker injured. Witnesses said Arif along with the passengers of the bus tried to leave the bus for safety after a group of youths spread the rumour that blockade supporters set fire to a bus in Hashem Road in Rayerbagh area.,0
771,57BNG,57,07-January-2015,2015,1,Riots/Protests,Protesters (Bangladesh),BCL: Bangladesh Chhatra League,6,,,0,60,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,3,The Financial Express (Bangladesh),"The nationwide indefinite transport blockade, enforced by the BNP-led 20-party alliance, entered 10th day on Thursday. Vehicular movement in the capital was thin in the morning. Rail communications with Dhaka and other districts were normal. No long haul buses left the city or any entered. A large number of law enforcers remained deployed in different parts of the capital to fend off any trouble. (Countrywide: the 3 in the geoprecision indicates that the event was taking place all across Bangladesh) DAY 2",0
771,58BNG,58,07-January-2015,2015,1,Violence against civilians,Unidentified Armed Group (Bangladesh),,3,Civilians (Bangladesh),,7,37,Bangladesh,Khulna,Jessore,Jessore Sadar,Jessore,23.16,89.21,1,The New Nation (Bangladesh),"An arson victim transport worker Murad, 20, of Jessore succumbed to his injuries in the Dhaka Medical College and Hospitals [DMCH] yesterday. He was severely burnt early Wednesday when assailants torched the bus inside of which he was asleep. 
He was shifted to the DMCH as his condition deteriorated. With the death of Murad, the death toll in the ongoing blockade rose to nine.",1
771,59BNG,59,07-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),AL: Awami League,5,Civilians (Bangladesh),AL: Awami League,7,57,Bangladesh,Dhaka,Gazipur,Kaliganj,Kaliganj,23.92,90.56,1,The New Nation (Bangladesh),"A local Awami League leader was killed and six people were injured as the rival faction attacked a meeting of the upazila AL in Kaliganj on Wednesday. The supporters of upazila AL general secretary Anwarul Azim Ana attacked the meeting after equipped with sticks, leaving seven people injured.The attackers also vandalised a jeep and at least 10 motorcycles during the mayhem.",1
771,60BNG,60,07-January-2015,2015,1,Remote violence,JB: Jisan Bahini,,4,Police Forces of Bangladesh,,1,14,Bangladesh,Chittagong,Chittagong,Sitakunda,Latifpur,22.40,91.74,1,Bangladesh Government News,"Two police personnel received serious injuries in a bomb attack at a temporary police camp of Latifpur village under Chandraganj thana of the district last night.
Some assailants of Jisan Bahini suddenly hurled cocktail bombs at the camp when the policemen were staying inside there.
The injured were sent to Lakshmipur Sadar Hospital",0
771,61BNG,61,07-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),,5,Police Forces of Bangladesh,,1,15,Bangladesh,Dhaka,Madaripur,Madaripur Sadar,Madaripur,23.17,90.20,1,The New Nation (Bangladesh),"Police and RAB personnel opened blank fire to disperse the angry transport workers on Wednesday noon when they attacked Madaripur Sadar Police Station. The agitated transport workers were vandalizing the Madaripur Sadar Police Station to protest the detention of one of their fellow transport men. At one stage, both the RAB and Police force fired blank shots to disperse the workers.Khairul Hasan.",0
771,62BNG,62,07-January-2015,2015,1,Battle-No change of territory,Unidentified Communal Group (Bangladesh),,4,Unidentified Communal Group (Bangladesh),,4,44,Bangladesh,Rangpur,Gaibandha,Palashbari,Nandinasahar,25.17,89.21,2,Bangladesh Government News,"One person was killed and 10 others were injured in a clash between two rival groups at Nandinasahar village under Betkapa union of Palashbari upazila in the district on Wednesday.
The victim is Shahid Miah, 32, son of Sadek Ali of the village.
According to sources, there had been a long standing conflict between the men of 8 Ghar group and 40 Ghar group of the village over the ownership of 88 bighas of land.
The men of 8 Ghar group led by Shajahan, Emdadul and Harun went to the beel to posses the disputed land.
On information, the men of 40 Ghar group rushed to the spot to resist the opponent group.
At one stage, both the sides equipped with lethal weapon and sticks locked in bloody clash leaving Shahid Miah dead on the spot and 10 others of 40 Ghar wounded. geo-coordinates are for Palashbari upazila.",1
771,63BNG,63,07-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh,,1,15,Bangladesh,Chittagong,Noakhali,Noakhali Sadar,Noakhali,22.81,91.08,1,The Financial Express (Bangladesh),"A Jubo Dal man was killed in Noakhali. The Jubo Dal activist was identified as Rubel, 22, a local activist of the Jubo Dal. He was killed as the police opened fire at one stage of a clash with the processionists at Choumuhani Bazar in Begumganj upazila of the district.",1
771,64BNG,64,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),,5,,,0,50,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,The Financial Express (Bangladesh),"Five buses were torched in Shewrapara, Azimpur, Badda, Shyampur and Baitul Mukarram areas and a young man was arrested while trying to set fire to a vehicle on the airport road in the city.",0
771,65BNG,65,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),The Islami Chhatra Shibir,5,Police Forces of Bangladesh,,1,15,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,The Financial Express (Bangladesh),"The activists of Islami Chhatra Shibir's Jagannath University unit brought out a brisk procession in city's Dholaikhal area and exploded a series of crude bombs on Thursday afternoon. Police and witnesses said a group of Shibir activists brought out a sudden procession at 1:15pm, in support of the 20-party aliance's on-going nationwide transport blockade. The Shibir men blasted 7 cocktails one after another. Being informed, police rushed in and fired bullets to disperse them.",0
771,66BNG,66,08-January-2015,2015,1,Riots/Protests,Protesters (Bangladesh),BCL: Bangladesh Chhatra League,6,,,0,60,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,3,The Financial Express (Bangladesh),"The nationwide indefinite transport blockade, enforced by the BNP-led 20-party alliance, entered 10th day on Thursday. Vehicular movement in the capital was thin in the morning. Rail communications with Dhaka and other districts were normal. No long haul buses left the city or any entered. A large number of law enforcers remained deployed in different parts of the capital to fend off any trouble. (Countrywide: the 3 in the geoprecision indicates that the event was taking place all across Bangladesh) DAY 3",0
771,67BNG,67,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.42,90.22,1,The New Nation (Bangladesh),Unknown assailants hurled several crude bombs targeting the residence of High Court judge Abu Taher Mohammad Saifur Rahman at Dhanmondi in Dhaka on Thursday night. Police said a gang of assailants hurled several bombs at Saifur Rahman's residence,0
771,68BNG,68,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Rajshahi,Joypurhat,Joypurhat Sadar,Joypurhat,25.09,89.02,1,United News of Bangladesh,"On Thursday (Day 3 of hartal) In Joypurhat, rail communications on the Khulna-Rajshahi and Rajshahi-Dhaka routes remained snapped four hours as blockaders removed fishplates of the rail tracks in Sadar upazila during the countrywide indefinite transport blockade.",0
771,69BNG,69,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh,,1,15,Bangladesh,Khulna,Khulna,Khulna,Khulna,22.82,89.55,1,United News of Bangladesh,"On Thursday (Day 3 of hartal) In Khulna, at least five people were injured in a clash between BNP-Jamaat men and police as police barred them from bringing out procession at PTI intersection of the city at about 8:00 am. Police also arrested two pickets when they vandalised two buses in the area.",0
771,70BNG,70,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Chittagong,Lakshmipur,Lakshmipur Sadar,Lakshmipur,22.94,90.83,1,United News of Bangladesh,"On Thursday (Day 3 of hartal) In Laxmipur, leaders and activists of BNP-Jamaat brought out a sudden procession in Miah Rasta area on the Laxmipur-Ramgati Road in the district town around 9:00 am and vandalised a bus and an auto-rickshaw. They also blasted five crude bombs in the area.",0
771,71BNG,71,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Sylhet,Moulvibazar,Kulaura,Moulvibazar,24.50,91.83,1,United News of Bangladesh,"On Thursday (Day 3 of hartal)In Moulvibazar, at least 50 people were injured as six compartments and the engine of a Chittagong-bound train 'Udayan Express' from Sylhet derailed in Kulaura upazila around 3:10 am after blockaders removed fishplates from the rail tracks.",0
771,72BNG,72,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Rajshahi,Nawabganj,Nawabganj Sadar,Nawabganj,24.59,88.26,2,United News of Bangladesh,"On Thursday (Day 3 of hartal) In Chapainawabganj, blockaders set two trucks ablaze and vanadalised 10 others at Shibtala in the district town and Rasulpur in Shibganj upazila.",0
771,73BNG,73,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh,,1,15,Bangladesh,Chittagong,Noakhali,Noakhali Sadar,Noakhali,22.81,91.08,1,United News of Bangladesh,"At least 10 people were injured in a clash between police and 20-party activists in the district town during the daylong hartal here (Noakhali) on Thursday morning. The shutdown was called in the district by the BNP-led combine protesting the killing of the Jubo Dal man Rubel. 
Witnesses said a group of 20-party leaders and activists, led by district unit BNP general secretary and municipal mayor Harun-or-Rashid Azad, brought out a procession in support of the hartal in the district town around 7:10am.",0
771,74BNG,74,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh,,1,15,Bangladesh,Rangpur,Gaibandha,Palashbari,Palashbari,25.28,89.35,1,The Financial Express (Bangladesh),"Suspected blockaders set fire to 2 trucks and vandalised 22 vehicles in Palashbari Upazila in Gaibandha district on Thursday night. The blockaders vandalised 22 vehicles, and at one stage, they set fire to 2 trucks. As police tried to resist them, a chase and counter-chase took place, triggering a clash that left 20 people injured on both side. Police fired several rounds of shots and lobbed teargas shells to disperse them.",0
771,75BNG,75,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh,,1,15,Bangladesh,Barisal,Pirojpur,Pirojpur Sadar,Pirojpur,22.57,89.97,1,United News of Bangladesh,"On Thursday (Day 3 of hartal) In Pirojpur, police arrested two Jamaat men from Ghosher Haat in Zianagar upazila as they vandalised a Dhaka-bound bus in the area at about 7:00 am. ",0
771,76BNG,76,08-January-2015,2015,1,Riots/Protests,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,Bangladesh,Rajshahi,Nawabganj,Shibganj,Rasulpur,25.46,89.24,1,United News of Bangladesh,"On Thursday (Day 3 of hartal) In Chapainawabganj, blockaders set two trucks ablaze and vanadalised 10 others at Shibtala in the district town and Rasulpur in Shibganj upazila.",0
771,77BNG,77,08-January-2015,2015,1,Riots/Protests,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party,6,,,0,60,Bangladesh,Sylhet,Sylhet,Sylhet Sadar,Sylhet,24.89,91.86,1,United News of Bangladesh,"On Thursday (Day 3 of hartal) In Sylhet, a daylong hartal enforced by the local unit of BNP protesting the confinement of the party chairperson Khaleda Zia and the arrest of its acting secretary general Mirza Fakhrul Islam Alamgir, alongside the blockade ended peacefully in the city.",0
